recovered,total_hospitalized,deaths,date,hospitalized_today,active,district,isolation,observation,confirmed
,81,,2020-3-25,14,15,Kannur,7886,7967,
,2,,2020-3-4,0,0,Kannur,30,32,
6489,1162,42,2020-9-28,129,4004,Kannur,14006,15168,10538
2373,1081,23,2020-8-28,124,917,Kannur,10008,11089,3315
30893,491,164,2020-12-6,67,3051,Kannur,20652,21143,34114
4774,988,36,2020-9-18,125,2537,Kannur,14251,15239,7350
,1,,2020-3-3,0,0,Kannur,30,31,
,583,,2020-8-18,97,650,Kannur,8588,9171,
,44,,2020-3-15,7,1,Kannur,261,305,
,49,,2020-3-22,16,10,Kannur,6077,6126,
30696,507,161,2020-12-5,59,3028,Kannur,20857,21364,33891
19346,1018,106,2020-10-31,94,5337,Kannur,18954,19972,24793
40601,431,237,2021-1-19,55,3114,Kannur,13465,13896,43967
47494,307,273,2021-2-15,20,3129,Kannur,13473,13780,50923
43865,530,259,2021-2-3,62,4143,Kannur,12603,13133,48288
7613,1400,54,2020-10-4,115,5857,Kannur,14411,15811,13527
20979,914,112,2020-11-4,110,4903,Kannur,19447,20361,25999
,103,,2020-4-28,10,50,Kannur,2449,2552,
,184,,2020-5-28,26,93,Kannur,11255,11439,
,36,,2020-5-9,7,5,Kannur,270,306,
,106,,2020-4-9,33,50,Kannur,8468,8574,
35787,451,201,2020-12-30,42,3498,Kannur,11589,12040,39495
,422,,2020-7-5,36,274,Kannur,23518,23940,
,201,,2020-6-5,17,119,Kannur,17649,17850,
,388,,2020-7-13,33,360,Kannur,24418,24806,
,204,,2020-6-13,32,128,Kannur,23278,23482,
,233,,2020-6-24,28,135,Kannur,17841,18074,
,478,,2020-7-24,55,464,Kannur,12953,13431,
34840,523,193,2020-12-25,52,3470,Kannur,14173,14696,38511
12843,1089,80,2020-10-16,128,6069,Kannur,15072,16161,18995
25013,714,142,2020-11-16,52,4111,Kannur,16676,17390,29271
4329,1275,35,2020-9-15,129,2146,Kannur,13193,14468,6513
,492,,2020-8-15,106,503,Kannur,8607,9099,
1839,765,18,2020-8-22,103,722,Kannur,8856,9621,2581
5275,992,40,2020-9-22,115,2953,Kannur,14018,15010,8271
,21,,2020-3-18,10,1,Kannur,2218,2239,
3029,1050,27,2020-9-3,139,831,Kannur,10760,11810,3889
,407,,2020-8-3,47,464,Kannur,9279,9686,
,397,,2020-7-8,27,324,Kannur,24477,24874,
,175,,2020-6-8,11,127,Kannur,19322,19497,
,320,,2020-6-29,52,179,Kannur,21500,21820,
,510,,2020-7-29,57,547,Kannur,9607,10117,
,39,,2020-5-12,1,3,Kannur,1734,1773,
,102,,2020-4-12,26,42,Kannur,7734,7836,
,120,,2020-4-25,24,55,Kannur,2591,2711,
,137,,2020-5-25,21,77,Kannur,9956,10093,
,72,,2020-5-4,2,18,Kannur,2478,2550,
32709,542,182,2020-12-17,53,3537,Kannur,23310,23852,36435
,95,,2020-4-4,23,47,Kannur,10181,10276,
16448,1075,95,2020-10-24,141,5937,Kannur,17413,18488,22484
28014,612,149,2020-11-24,53,3091,Kannur,16171,16783,31259
36441,485,205,2021-1-2,48,3603,Kannur,11646,12131,40260
41455,493,243,2021-1-23,66,3465,Kannur,12925,13418,45180
39507,363,223,2021-1-14,44,2812,Kannur,12881,13244,42555
31502,509,169,2020-12-9,90,3049,Kannur,19873,20382,34726
,322,,2020-6-30,45,204,Kannur,22342,22664,
,474,,2020-7-30,41,545,Kannur,9420,9894,
33548,595,187,2020-12-20,61,3550,Kannur,20383,20978,37293
3295,1071,31,2020-9-6,188,1098,Kannur,11400,12471,4426
11317,1125,70,2020-10-13,92,6340,Kannur,15384,16509,17730
,388,,2020-8-6,62,423,Kannur,9333,9721,
23825,792,134,2020-11-13,74,4631,Kannur,17280,18072,28595
2239,1077,22,2020-8-27,121,917,Kannur,9738,10815,3180
6365,1110,42,2020-9-27,165,3818,Kannur,13598,14708,10228
3682,1472,34,2020-9-10,125,1653,Kannur,11360,12832,5371
,381,,2020-8-10,45,486,Kannur,8538,8919,
22369,858,127,2020-11-8,109,4791,Kannur,18278,19136,27292
9569,1376,59,2020-10-8,125,5759,Kannur,14028,15404,15390
39111,373,222,2021-1-11,51,2701,Kannur,13538,13911,42047
42125,512,246,2021-1-26,62,3572,Kannur,12470,12982,45962
38104,411,217,2021-1-7,38,2861,Kannur,12338,12749,41194
32110,536,176,2020-12-12,48,3075,Kannur,22405,22941,35367
14983,1027,89,2020-10-21,146,6105,Kannur,16183,17210,21180
27159,648,147,2020-11-21,85,3307,Kannur,16132,16780,30618
,102,,2020-5-1,10,43,Kannur,2458,2560,
,98,,2020-4-1,18,51,Kannur,10782,10880,
,103,,2020-4-20,12,52,Kannur,5030,5133,
,81,,2020-5-20,37,16,Kannur,7725,7806,
,44,,2020-5-17,9,6,Kannur,6398,6442,
,127,,2020-4-17,15,47,Kannur,5640,5767,
,87,,2020-3-27,14,26,Kannur,10041,10128,
,9,,2020-3-10,2,3,Kannur,79,88,
,202,,2020-5-31,36,114,Kannur,12605,12807,
,5,,2020-3-6,0,0,Kannur,35,40,
35586,456,200,2020-12-29,46,3458,Kannur,9888,10344,39253
,219,,2020-6-21,32,135,Kannur,16554,16773,
,463,,2020-7-21,64,469,Kannur,15306,15769,
,434,,2020-7-16,73,373,Kannur,24134,24568,
,189,,2020-6-16,31,132,Kannur,13826,14015,
6997,1241,47,2020-10-1,133,4877,Kannur,14466,15707,11924
19894,957,111,2020-11-1,93,5090,Kannur,18964,19921,25099
44738,544,262,2021-2-6,48,3991,Kannur,12984,13528,49012
28799,573,154,2020-11-28,50,3214,Kannur,16265,16838,32173
45807,449,267,2021-2-10,39,3800,Kannur,14055,14504,49897
17808,1017,101,2020-10-28,26,5783,Kannur,18408,19425,23696
,449,,2020-7-18,25,378,Kannur,19704,20153,
,197,,2020-6-18,20,136,Kannur,13893,14090,
31127,481,164,2020-12-7,45,2971,Kannur,20735,21216,34268
,86,,2020-5-2,2,38,Kannur,2457,2543,
,100,,2020-4-2,23,56,Kannur,10201,10301,
,46,,2020-5-14,11,5,Kannur,2801,2847,
,114,,2020-4-14,18,43,Kannur,7644,7758,
,110,,2020-4-23,20,59,Kannur,2482,2592,
,130,,2020-5-23,34,55,Kannur,9207,9337,
45267,526,266,2021-2-8,45,3855,Kannur,13136,13662,49411
41986,495,245,2021-1-25,44,3407,Kannur,12139,12634,45657
39312,357,222,2021-1-12,37,2773,Kannur,13630,13987,42320
37045,435,210,2021-1-4,34,3305,Kannur,11828,12263,40572
21918,2245,116,2020-11-6,264,4643,Kannur,28625,30870,26682
3226,990,30,2020-9-5,188,968,Kannur,11373,12363,4226
7994,1348,59,2020-10-6,140,6355,Kannur,13812,15160,14411
,372,,2020-8-5,53,409,Kannur,9257,9629,
,88,,2020-3-29,6,38,Kannur,10660,10748,
,11,,2020-3-8,0,0,Kannur,43,54,
3966,1362,35,2020-9-13,103,2064,Kannur,12546,13908,6068
,403,,2020-8-13,55,455,Kannur,8661,9064,
1972,827,18,2020-8-24,113,808,Kannur,9232,10059,2800
5848,1092,40,2020-9-24,129,3151,Kannur,13386,14478,9042
42605,516,247,2021-1-28,65,3722,Kannur,12406,12922,46594
38642,385,218,2021-1-9,40,2752,Kannur,13476,13861,41625
44459,550,261,2021-2-5,86,4089,Kannur,12835,13385,48830
46983,368,271,2021-2-13,42,3344,Kannur,13708,14076,50624
,53,,2020-5-19,10,14,Kannur,7418,7471,
,106,,2020-4-19,10,48,Kannur,5881,5987,
,387,,2020-7-15,29,357,Kannur,25706,26093,
,207,,2020-6-15,16,124,Kannur,13719,13926,
,218,,2020-6-22,31,120,Kannur,16996,17214,
,541,,2020-7-22,91,510,Kannur,13523,14064,
,426,,2020-7-3,42,226,Kannur,22183,22609,
,211,,2020-6-3,21,118,Kannur,15752,15963,
35207,480,196,2020-12-27,41,3509,Kannur,12070,12550,38920
24392,789,134,2020-11-14,74,4427,Kannur,16968,17757,28958
11753,1063,71,2020-10-14,125,6206,Kannur,15059,16122,18033
3471,1360,34,2020-9-8,203,1337,Kannur,11692,13052,4844
,23,,2020-3-13,16,4,Kannur,158,181,
,362,,2020-8-8,42,418,Kannur,8962,9324,
,70,,2020-3-24,15,15,Kannur,7123,7193,
,3,,2020-3-5,0,0,Kannur,35,38,
32508,519,181,2020-12-15,58,3224,Kannur,21182,21701,35919
28484,593,154,2020-11-26,66,3083,Kannur,16374,16967,31727
2467,1060,24,2020-8-29,165,917,Kannur,10467,11527,3410
6686,1165,47,2020-9-29,138,4234,Kannur,13864,15029,10970
17082,1061,99,2020-10-26,79,5747,Kannur,17913,18974,22932
34158,569,189,2020-12-22,60,3399,Kannur,17438,18007,37754
23180,873,132,2020-11-11,75,4692,Kannur,17858,18731,28009
10745,1103,63,2020-10-11,141,6275,Kannur,15357,16460,17086
2580,1055,26,2020-8-30,106,914,Kannur,10950,12005,3522
6868,1171,47,2020-9-30,185,4571,Kannur,14501,15672,11489
,439,,2020-7-6,39,286,Kannur,23834,24273,
,201,,2020-6-6,20,127,Kannur,18031,18232,
,270,,2020-6-27,35,152,Kannur,19658,19928,
,502,,2020-7-27,62,479,Kannur,11798,12300,
,390,,2020-7-10,26,329,Kannur,24713,25103,
,181,,2020-6-10,12,124,Kannur,20518,20699,
47761,300,275,2021-2-16,48,3042,Kannur,13794,14094,51105
,38,,2020-3-21,16,4,Kannur,5149,5187,
,36,,2020-3-16,10,1,Kannur,336,372,
31794,504,171,2020-12-10,60,2941,Kannur,23243,23747,34912
27697,640,148,2020-11-23,58,3145,Kannur,16067,16707,30995
16093,1016,91,2020-10-23,121,5866,Kannur,16769,17785,22054
43205,561,251,2021-1-31,53,4018,Kannur,12170,12731,47494
36222,444,205,2021-1-1,58,3625,Kannur,11949,12393,40063
13941,1052,81,2020-10-18,129,5896,Kannur,15694,16746,19921
40259,407,233,2021-1-17,54,2973,Kannur,14329,14736,43479
26014,705,143,2020-11-18,82,3657,Kannur,16216,16921,29819
40843,439,239,2021-1-20,58,3151,Kannur,12730,13169,44248
,114,,2020-4-26,12,54,Kannur,2606,2720,
,165,,2020-5-26,40,85,Kannur,10412,10577,
,38,,2020-5-11,1,3,Kannur,518,556,
,100,,2020-4-11,21,44,Kannur,7781,7881,
,92,,2020-3-30,25,49,Kannur,10812,10904,
,53,,2020-5-7,8,15,Kannur,438,491,
,92,,2020-4-7,13,46,Kannur,10469,10561,
29936,511,157,2020-12-2,72,2949,Kannur,20548,21059,33048
33388,556,187,2020-12-19,72,3418,Kannur,21678,22234,37001
20464,919,112,2020-11-3,100,5048,Kannur,19329,20248,25629
7504,1334,53,2020-10-3,160,5412,Kannur,14563,15897,12972
1783,734,17,2020-8-21,79,717,Kannur,8553,9287,2519
5061,999,39,2020-9-21,110,3025,Kannur,14121,15120,8128
4508,1113,36,2020-9-16,139,2213,Kannur,13555,14668,6760
,540,,2020-8-16,77,530,Kannur,8502,9042,
,454,,2020-7-31,43,515,Kannur,9388,9842,
,377,,2020-8-7,48,408,Kannur,9302,9679,
3365,1217,31,2020-9-7,207,1288,Kannur,11625,12842,4686
6212,1113,40,2020-9-26,137,3641,Kannur,13177,14290,9896
2120,962,19,2020-8-26,178,937,Kannur,9430,10392,3078
,415,,2020-8-11,76,489,Kannur,8316,8731,
3743,1564,35,2020-9-11,122,1847,Kannur,12263,13827,5627
18487,1169,105,2020-10-29,152,5519,Kannur,18368,19537,24115
29058,532,154,2020-11-29,67,3232,Kannur,19270,19802,32450
29678,516,156,2020-12-1,61,3007,Kannur,19224,19740,32847
,96,,2020-5-21,26,21,Kannur,8473,8569,
,102,,2020-4-21,17,54,Kannur,4263,4365,
,122,,2020-4-16,15,47,Kannur,6584,6706,
,42,,2020-5-16,10,4,Kannur,5653,5695,
35383,459,198,2020-12-28,59,3434,Kannur,10563,11022,39023
38884,383,220,2021-1-10,51,2770,Kannur,13569,13952,41887
42331,517,246,2021-1-27,65,3722,Kannur,12614,13131,46319
37646,423,213,2021-1-6,51,3172,Kannur,12168,12591,41043
10061,1245,59,2020-10-9,124,5823,Kannur,14347,15592,15946
22502,907,127,2020-11-9,80,4810,Kannur,18082,18989,27444
,80,,2020-3-26,14,24,Kannur,9110,9190,
,205,,2020-5-30,30,113,Kannur,12286,12491,
,104,,2020-4-30,16,47,Kannur,2579,2683,
,7,,2020-3-11,3,3,Kannur,121,128,
,8,,2020-3-7,2,0,Kannur,37,45,
26686,656,147,2020-11-20,54,3569,Kannur,15833,16489,30407
14557,996,86,2020-10-20,93,5968,Kannur,16239,17235,20614
32221,530,180,2020-12-13,63,3227,Kannur,22128,22658,35634
31285,489,164,2020-12-8,45,3020,Kannur,20360,20849,34475
45066,540,264,2021-2-7,49,3915,Kannur,13224,13764,49266
46139,406,269,2021-2-11,26,3714,Kannur,13858,14264,50148
23394,791,133,2020-11-12,96,4823,Kannur,17662,18453,28355
10875,1097,69,2020-10-12,155,6413,Kannur,15212,16309,17360
33852,568,187,2020-12-21,51,3405,Kannur,18717,19285,37452
,426,,2020-7-20,35,417,Kannur,17310,17736,
,203,,2020-6-20,30,125,Kannur,15811,16014,
,195,,2020-6-17,23,136,Kannur,14220,14415,
,452,,2020-7-17,36,374,Kannur,21846,22298,
,197,,2020-6-1,17,108,Kannur,13100,13297,
,342,,2020-7-1,60,221,Kannur,22459,22801,
,647,,2020-8-19,157,731,Kannur,8494,9141,
28334,603,151,2020-11-25,63,3010,Kannur,16355,16958,31501
,0,,2020-3-2,0,0,Kannur,22,22,
16985,1076,96,2020-10-25,115,5673,Kannur,17826,18902,22758
4865,991,36,2020-9-19,143,2668,Kannur,14324,15315,7572
32608,541,181,2020-12-16,69,3373,Kannur,20399,20940,36169
,43,,2020-3-14,20,1,Kannur,218,261,
,72,,2020-3-23,23,15,Kannur,6409,6481,
,189,,2020-5-29,21,99,Kannur,11837,12026,
,102,,2020-4-29,19,47,Kannur,2579,2681,
,92,,2020-4-8,17,49,Kannur,9311,9403,
,50,,2020-5-8,8,5,Kannur,147,197,
25638,686,143,2020-11-17,65,3820,Kannur,16491,17177,29606
,200,,2020-6-4,24,117,Kannur,16757,16957,
13404,1075,81,2020-10-17,159,5971,Kannur,15311,16386,19459
,420,,2020-7-4,35,246,Kannur,22569,22989,
34588,533,190,2020-12-24,52,3459,Kannur,14947,15480,38245
,190,,2020-6-12,29,123,Kannur,22601,22791,
,390,,2020-7-12,48,334,Kannur,24443,24833,
,442,,2020-7-25,32,489,Kannur,12346,12788,
,266,,2020-6-25,53,144,Kannur,18326,18592,
40426,412,233,2021-1-18,59,2993,Kannur,14027,14439,43666
47263,350,271,2021-2-14,32,3227,Kannur,13661,14011,50788
43579,523,258,2021-2-2,38,4133,Kannur,12567,13090,47991
,435,,2020-8-14,69,476,Kannur,8501,8936,
4101,1349,35,2020-9-14,106,2161,Kannur,12742,14091,6300
36009,455,203,2020-12-31,62,3575,Kannur,11171,11626,39797
5417,1165,40,2020-9-23,173,3176,Kannur,13742,14907,8636
1927,810,18,2020-8-23,170,777,Kannur,8944,9754,2724
,387,,2020-8-2,25,446,Kannur,9531,9918,
2892,1030,26,2020-9-2,118,895,Kannur,10582,11612,3815
,24,,2020-3-19,12,1,Kannur,3559,3583,
21525,19345,115,2020-11-5,86,4683,Kannur,887,20232,26328
7743,1379,57,2020-10-5,151,6063,Kannur,13744,15123,13866
36799,466,208,2021-1-3,47,3420,Kannur,11813,12279,40439
39934,373,227,2021-1-15,49,2858,Kannur,12673,13046,43033
18866,1018,106,2020-10-30,101,5480,Kannur,18867,19885,24456
,197,,2020-6-9,22,133,Kannur,19875,20072,
,410,,2020-7-9,38,319,Kannur,25134,25544,
29357,512,154,2020-11-30,61,3108,Kannur,19124,19636,32625
30408,492,159,2020-12-4,69,3038,Kannur,21003,21495,33611
,499,,2020-7-28,61,509,Kannur,11224,11723,
,305,,2020-6-28,47,179,Kannur,20606,20911,
,110,,2020-4-13,20,43,Kannur,7687,7797,
,38,,2020-5-13,9,4,Kannur,2459,2497,
,139,,2020-5-24,31,67,Kannur,9587,9726,
,107,,2020-4-24,15,56,Kannur,2435,2542,
,87,,2020-4-5,15,49,Kannur,10343,10430,
,55,,2020-5-5,4,18,Kannur,2172,2227,
12023,656,39,2020-12-18,72,2365,Wayanad,10050,10706,14428
19664,341,70,2021-2-1,18,3564,Wayanad,6767,7108,23299
1253,239,5,2020-8-31,19,239,Wayanad,2984,3223,1497
2758,828,5,2020-10-2,92,1131,Wayanad,2946,3774,3894
,24,,2020-6-7,0,16,Wayanad,5831,5855,
6260,559,13,2020-11-2,15,935,Wayanad,7898,8457,7208
,52,,2020-7-7,9,41,Wayanad,3568,3620,
,148,,2020-7-26,23,175,Wayanad,2679,2827,
,33,,2020-6-26,3,34,Wayanad,3593,3626,
,27,,2020-6-11,0,20,Wayanad,6628,6655,
,73,,2020-7-11,4,65,Wayanad,3505,3578,
19251,388,68,2021-1-30,38,3742,Wayanad,6999,7387,23062
8032,547,21,2020-11-19,57,1128,Wayanad,11106,11653,9181
4708,683,5,2020-10-19,39,1114,Wayanad,4274,4957,5827
9613,834,25,2020-12-3,100,1771,Wayanad,8311,9145,11409
,0,,2020-3-1,0,0,Wayanad,0,0,
,0,,2020-3-20,0,0,Wayanad,736,736,
,0,,2020-3-17,0,0,Wayanad,377,377,
5033,690,5,2020-10-22,58,1079,Wayanad,4969,5659,6117
8383,613,21,2020-11-22,78,1217,Wayanad,9848,10461,9621
10630,666,30,2020-12-11,27,2188,Wayanad,11343,12009,12849
,13,,2020-5-27,1,10,Wayanad,3964,3977,
,7,,2020-4-27,1,0,Wayanad,971,978,
,13,,2020-3-31,2,3,Wayanad,8498,8511,
,7,,2020-4-10,1,1,Wayanad,10863,10870,
,10,,2020-5-10,2,7,Wayanad,1742,1752,
,9,,2020-4-6,2,3,Wayanad,11579,11588,
,9,,2020-5-6,1,4,Wayanad,778,787,
16849,349,58,2021-1-16,43,3112,Wayanad,8532,8881,20020
17706,391,62,2021-1-21,46,3350,Wayanad,7528,7919,21119
1928,639,5,2020-9-20,70,684,Wayanad,2733,3372,2617
890,387,3,2020-8-20,40,353,Wayanad,2666,3053,1246
,387,,2020-8-17,29,308,Wayanad,2374,2761,
1765,558,5,2020-9-17,70,587,Wayanad,2448,3006,2357
3653,848,5,2020-10-10,137,1175,Wayanad,3470,4318,4833
7093,551,19,2020-11-10,63,1026,Wayanad,9586,10137,8138
12811,725,46,2020-12-23,115,2542,Wayanad,9035,9760,15400
,355,,2020-8-1,51,349,Wayanad,2485,2840,
1277,238,5,2020-9-1,23,223,Wayanad,2787,3025,1505
21868,252,74,2021-2-9,24,2577,Wayanad,5765,6017,24520
18188,418,65,2021-1-24,57,3702,Wayanad,6718,7136,21956
16461,356,57,2021-1-13,50,3022,Wayanad,8453,8809,19541
15108,349,53,2021-1-5,49,2541,Wayanad,8264,8613,17703
,31,,2020-6-19,4,22,Wayanad,3212,3243,
,177,,2020-7-19,33,154,Wayanad,3119,3296,
,7,,2020-4-3,3,3,Wayanad,10835,10842,
5623,560,9,2020-10-27,62,928,Wayanad,6063,6623,6560
8869,688,22,2020-11-27,43,1367,Wayanad,8461,9149,10258
,6,,2020-5-3,3,1,Wayanad,835,841,
11305,631,35,2020-12-14,48,2086,Wayanad,10731,11362,13427
,6,,2020-4-15,2,1,Wayanad,9091,9097,
,20,,2020-5-15,2,19,Wayanad,1332,1352,
,17,,2020-5-22,0,11,Wayanad,3158,3175,
,8,,2020-4-22,1,1,Wayanad,2184,2192,
4159,795,5,2020-10-15,79,1189,Wayanad,3599,4394,5353
7654,538,20,2020-11-15,59,1101,Wayanad,11361,11899,8775
13295,621,47,2020-12-26,50,2549,Wayanad,8972,9593,15892
,411,,2020-8-4,35,370,Wayanad,2464,2875,
1348,281,5,2020-9-4,63,292,Wayanad,2611,2892,1645
,5,,2020-3-28,0,1,Wayanad,5453,5458,
,338,,2020-8-12,8,274,Wayanad,2379,2717,
1533,490,5,2020-9-12,59,473,Wayanad,2406,2896,2011
,1,,2020-3-9,1,0,Wayanad,14,15,
2246,631,5,2020-9-25,57,704,Wayanad,2755,3386,2955
1082,297,4,2020-8-25,38,278,Wayanad,3415,3712,1364
,4,,2020-4-18,3,1,Wayanad,6873,6877,
,34,,2020-5-18,7,17,Wayanad,2779,2813,
3242,782,5,2020-10-7,79,1141,Wayanad,3276,4058,4388
6749,660,16,2020-11-7,72,1106,Wayanad,8882,9542,7871
,33,,2020-6-14,6,20,Wayanad,7429,7462,
,99,,2020-7-14,14,94,Wayanad,3485,3584,
,201,,2020-7-23,11,185,Wayanad,2754,2955,
,38,,2020-6-23,6,27,Wayanad,3547,3585,
,22,,2020-6-2,6,14,Wayanad,5056,5078,
,51,,2020-7-2,7,40,Wayanad,3646,3697,
19014,395,67,2021-1-29,42,3793,Wayanad,6824,7219,22875
15600,358,54,2021-1-8,39,2740,Wayanad,8127,8485,18395
20464,297,70,2021-2-4,29,3286,Wayanad,6610,6907,23821
22689,247,75,2021-2-12,28,2262,Wayanad,6193,6440,25028
,385,,2020-8-9,33,319,Wayanad,2413,2798,
,0,,2020-3-12,0,0,Wayanad,38,38,
1477,293,5,2020-9-9,25,328,Wayanad,2082,2375,1810
,3,,2020-3-25,0,0,Wayanad,1908,1911,
,0,,2020-3-4,0,0,Wayanad,4,4,
2520,621,5,2020-9-28,74,735,Wayanad,3178,3799,3260
1165,316,4,2020-8-28,27,269,Wayanad,3467,3783,1438
9980,895,28,2020-12-6,114,2051,Wayanad,9303,10198,12060
1844,573,5,2020-9-18,94,576,Wayanad,2509,3082,2425
,0,,2020-3-3,0,0,Wayanad,4,4,
,360,,2020-8-18,42,307,Wayanad,2424,2784,
,2,,2020-3-15,2,0,Wayanad,144,146,
,1,,2020-3-22,0,0,Wayanad,1113,1114,
9900,833,28,2020-12-5,91,1919,Wayanad,9082,9915,11847
6056,624,13,2020-10-31,103,1007,Wayanad,7339,7963,7076
17279,336,62,2021-1-19,42,3217,Wayanad,8559,8895,20559
23247,236,77,2021-2-15,21,2078,Wayanad,6167,6403,25404
20258,316,70,2021-2-3,28,3378,Wayanad,6961,7277,23707
2947,826,5,2020-10-4,90,1132,Wayanad,2744,3570,4084
6430,624,14,2020-11-4,91,1033,Wayanad,8290,8914,7477
,9,,2020-4-28,4,0,Wayanad,842,851,
,15,,2020-5-28,4,10,Wayanad,4159,4174,
,8,,2020-5-9,2,4,Wayanad,1658,1666,
,6,,2020-4-9,1,1,Wayanad,11111,11117,
13969,551,48,2020-12-30,50,2740,Wayanad,8518,9069,16758
,39,,2020-7-5,5,33,Wayanad,3569,3608,
,25,,2020-6-5,3,16,Wayanad,5512,5537,
,88,,2020-7-13,19,82,Wayanad,3468,3556,
,34,,2020-6-13,4,20,Wayanad,7226,7260,
,31,,2020-6-24,3,29,Wayanad,3600,3631,
,190,,2020-7-24,21,179,Wayanad,2678,2868,
13186,652,47,2020-12-25,81,2590,Wayanad,9403,10055,15824
4314,735,5,2020-10-16,55,1192,Wayanad,3695,4430,5511
7721,506,21,2020-11-16,25,1070,Wayanad,11768,12274,8812
1674,509,5,2020-9-15,63,472,Wayanad,2436,2945,2151
,369,,2020-8-15,76,319,Wayanad,2407,2776,
986,368,3,2020-8-22,31,308,Wayanad,3255,3623,1297
2035,657,5,2020-9-22,71,676,Wayanad,2801,3458,2716
,0,,2020-3-18,0,0,Wayanad,433,433,
1320,247,5,2020-9-3,26,236,Wayanad,2730,2977,1561
,391,,2020-8-3,32,365,Wayanad,2478,2869,
,56,,2020-7-8,8,54,Wayanad,3561,3617,
,25,,2020-6-8,3,15,Wayanad,5981,6006,
,45,,2020-6-29,5,43,Wayanad,3631,3676,
,237,,2020-7-29,81,219,Wayanad,2344,2581,
,18,,2020-5-12,3,8,Wayanad,2003,2021,
,5,,2020-4-12,2,1,Wayanad,10321,10326,
,8,,2020-4-25,1,0,Wayanad,1080,1088,
,18,,2020-5-25,0,8,Wayanad,3636,3654,
,10,,2020-5-4,4,1,Wayanad,890,900,
11831,690,37,2020-12-17,68,2340,Wayanad,10158,10848,14209
,7,,2020-4-4,1,3,Wayanad,10900,10907,
5272,672,5,2020-10-24,64,1065,Wayanad,5231,5903,6342
8576,567,22,2020-11-24,58,1165,Wayanad,9237,9804,9763
14659,412,50,2021-1-2,39,2591,Wayanad,8221,8633,17301
18011,407,64,2021-1-23,49,3588,Wayanad,6758,7165,21664
16282,356,55,2021-1-14,45,2955,Wayanad,8419,8775,19293
10366,821,29,2020-12-9,85,2252,Wayanad,10746,11567,12648
,43,,2020-6-30,2,39,Wayanad,3663,3706,
,285,,2020-7-30,65,205,Wayanad,2311,2596,
12344,758,41,2020-12-20,92,2487,Wayanad,9631,10389,14873
1407,289,5,2020-9-6,32,293,Wayanad,2348,2637,1705
3974,786,5,2020-10-13,41,1147,Wayanad,3701,4487,5126
,413,,2020-8-6,44,367,Wayanad,2470,2883,
7419,570,19,2020-11-13,62,1065,Wayanad,10639,11209,8503
1158,299,4,2020-8-27,50,257,Wayanad,3563,3862,1419
2457,615,5,2020-9-27,97,754,Wayanad,3132,3747,3216
1487,387,5,2020-9-10,107,413,Wayanad,2226,2613,1905
,363,,2020-8-10,25,311,Wayanad,2411,2774,
6854,646,17,2020-11-8,49,1105,Wayanad,9088,9734,7976
3371,786,5,2020-10-8,109,1143,Wayanad,3258,4044,4519
16001,342,54,2021-1-11,22,2801,Wayanad,8650,8992,18857
18515,430,66,2021-1-26,76,3686,Wayanad,6775,7205,22268
15474,369,54,2021-1-7,47,2628,Wayanad,8234,8603,18157
10950,710,33,2020-12-12,126,2148,Wayanad,11110,11820,13132
4913,702,5,2020-10-21,100,1128,Wayanad,4766,5468,6046
8262,599,21,2020-11-21,86,1185,Wayanad,10396,10995,9468
,13,,2020-5-1,1,0,Wayanad,825,838,
,11,,2020-4-1,0,3,Wayanad,10020,10031,
,7,,2020-4-20,1,1,Wayanad,4814,4821,
,26,,2020-5-20,2,16,Wayanad,2607,2633,
,30,,2020-5-17,7,17,Wayanad,2415,2445,
,5,,2020-4-17,0,1,Wayanad,7968,7973,
,5,,2020-3-27,1,1,Wayanad,4264,4269,
,1,,2020-3-10,0,0,Wayanad,22,23,
,13,,2020-5-31,2,10,Wayanad,4698,4711,
,0,,2020-3-6,0,0,Wayanad,9,9,
13752,569,48,2020-12-29,54,2690,Wayanad,8879,9448,16491
,34,,2020-6-21,8,23,Wayanad,3417,3451,
,184,,2020-7-21,16,183,Wayanad,2889,3073,
,120,,2020-7-16,16,107,Wayanad,3547,3667,
,29,,2020-6-16,3,16,Wayanad,3392,3421,
2683,805,5,2020-10-1,115,1098,Wayanad,3112,3917,3786
6188,614,13,2020-11-1,66,961,Wayanad,7787,8401,7162
21158,275,71,2021-2-6,44,2933,Wayanad,6599,6874,24163
9014,765,22,2020-11-28,155,1473,Wayanad,8148,8913,10509
22183,251,75,2021-2-10,20,2462,Wayanad,5923,6174,24721
5760,610,10,2020-10-28,107,978,Wayanad,6440,7050,6748
,145,,2020-7-18,13,153,Wayanad,3297,3442,
,28,,2020-6-18,4,17,Wayanad,3392,3420,
10130,794,28,2020-12-7,40,1964,Wayanad,9901,10695,12123
,10,,2020-5-2,2,1,Wayanad,780,790,
,8,,2020-4-2,5,3,Wayanad,10745,10753,
,22,,2020-5-14,8,14,Wayanad,1934,1956,
,5,,2020-4-14,0,1,Wayanad,9499,9504,
,7,,2020-4-23,3,1,Wayanad,1572,1579,
,21,,2020-5-23,4,12,Wayanad,3362,3383,
21602,273,73,2021-2-8,36,2770,Wayanad,5885,6158,24446
18251,397,66,2021-1-25,129,3705,Wayanad,6663,7060,22023
16111,349,55,2021-1-12,39,2897,Wayanad,8581,8930,19064
14937,356,50,2021-1-4,22,2540,Wayanad,8177,8533,17528
